lon_round,lat_round,longitude,latitude,names,categories,sources,n_sources,contribution_score
-84.46178,33.61596,-84.46178,33.61596,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,25.188858216390948
-84.28105,33.89604,-84.28105,33.89604,Supermercado Chicago  ,Supermarket,snap_atlanta_df,1,25.148000143208098
-84.51994,33.61312,-84.51994,33.61312,FULTON BAY SEAFOOD  ,Combination Grocery/Other,snap_atlanta_df,1,24.956330988431382
-84.47272,33.6149,-84.47272,33.6149,Kansato Mart  ,Medium Grocery Store,snap_atlanta_df,1,24.875911556529275
-84.45877,33.61585,-84.45877,33.61585,Quick & Cheap  ,Convenience Store,snap_atlanta_df,1,24.85446705185327
-84.44926,33.61403,-84.44926,33.61403,Fayetville Food Mart  ,Convenience Store,snap_atlanta_df,1,24.15815984837498
-84.44893,33.61339,-84.44893,33.61339,Ruta Inc  ,Convenience Store,snap_atlanta_df,1,23.514075220384914
-84.59443,33.65105,-84.59443,33.65105,2 Ray's Mart  ,Convenience Store,snap_atlanta_df,1,22.93399697581356
-84.59428,33.65076,-84.59428,33.65076,Sam's Supermarket  ,Convenience Store,snap_atlanta_df,1,22.90212167514558
-84.52486,33.61193,-84.52486,33.61193,Quick Pick Food Mart 0,Convenience Store,snap_atlanta_df,1,22.832996567038375
-84.43657,33.6112,-84.43657,33.6112,Sun Food Market  ,Convenience Store,snap_atlanta_df,1,21.03200613528988
-84.43605,33.61087,-84.43605,33.61087,Kom Pong Thom Market  ,Small Grocery Store,snap_atlanta_df,1,20.669500555160315
-84.52798,33.60879,-84.52798,33.60879,Peach Express 2,Convenience Store,snap_atlanta_df,1,20.0934891511859
-84.27917,33.89954,-84.27917,33.89954,Bangladesh Halal Meat  ,Medium Grocery Store,snap_atlanta_df,1,19.40885982379418
-84.40353,33.61209,-84.40353,33.61209,Exxon Food Mart  ,Convenience Store,snap_atlanta_df,1,18.43077095881426
-84.43598,33.60837,-84.43598,33.60837,QUIKTRIP 724,Convenience Store,snap_atlanta_df,1,18.090197512909743
-84.29685,33.91824,-84.29685,33.91824,Circle K AAMCO NO,Convenience Store,snap_atlanta_df,1,17.555716494855417
-84.61492,33.69206,-84.61492,33.69206,Clifton Station Inc  ,Convenience Store,snap_atlanta_df,1,17.492254393900154
-84.44427,33.6072,-84.44427,33.6072,Wayfield Foods 3,Super Store,snap_atlanta_df,1,17.340079021888286
-84.27773,33.90061,-84.27773,33.90061,Zamzam Halal Supermarket And Restaurant  ,Medium Grocery Store,snap_atlanta_df,1,16.724633571688113
-84.43763,33.60657,-84.43763,33.60657,One Stop Food Mart  ,Convenience Store,snap_atlanta_df,1,16.670277828812573
-84.4359,33.6075,-84.4359,33.6075,International Fresh Seafood  ,Seafood Specialty,snap_atlanta_df,1,16.502977619037445
-84.29714,33.91901,-84.29714,33.91901,Mobil Food Mart  ,Convenience Store,snap_atlanta_df,1,16.471325099723664
-84.43582,33.60734,-84.43582,33.60734,Family Dollar Store 2678,Combination Grocery/Other,snap_atlanta_df,1,16.414454335111284
-84.31162,33.9281,-84.31162,33.9281,Indian Bazaar  ,Convenience Store,snap_atlanta_df,1,16.265315766543534
-84.25599,33.84781,-84.25599,33.84781,PUBLIX  691,Supermarket,snap_atlanta_df,1,16.052285465613437
-84.25574,33.84697,-84.25574,33.84697,Dollar Tree 1797,Combination Grocery/Other,snap_atlanta_df,1,15.952009305535872
-84.29676,33.91891,-84.29676,33.91891,Peachtree Shell  ,Convenience Store,snap_atlanta_df,1,15.750171849335004
-84.43565,33.60655,-84.43565,33.60655,Lee Market & Cafe  ,Small Grocery Store,snap_atlanta_df,1,15.740919083192926
-84.43476,33.60667,-84.43476,33.60667,Harbour Food Mart  ,Convenience Store,snap_atlanta_df,1,15.68034120856688
-84.47195,33.60699,-84.47195,33.60699,Sawaneh Imports Llc  ,Large Grocery Store,snap_atlanta_df,1,15.587124845261899
-84.27623,33.90119,-84.27623,33.90119,Al- Amin Supermarket & Restaurant  ,Large Grocery Store,snap_atlanta_df,1,14.359940699955533
-84.27582,33.90079,-84.27582,33.90079,Tienda La Variedad/Food Mart 1,Convenience Store,snap_atlanta_df,1,14.32597895710414
-84.27532,33.902,-84.27532,33.902,Quiktrip 848,Convenience Store,snap_atlanta_df,1,13.406247253921423
-84.49867,33.59689,-84.49867,33.59689,Buffington Food Mart  ,Convenience Store,snap_atlanta_df,1,12.807460865714113
-84.49855,33.59627,-84.49855,33.59627,Dollar General 17866,Combination Grocery/Other,snap_atlanta_df,1,12.544340295247485
-84.42724,33.60087,-84.42724,33.60087,Super Giant Mart  ,Supermarket,snap_atlanta_df,1,11.073393493625481
-84.42763,33.60076,-84.42763,33.60076,Family Dollar Store 4220,Combination Grocery/Other,snap_atlanta_df,1,10.98710465824922
-84.46887,33.59757,-84.46887,33.59757,Caribbean Market  ,Small Grocery Store,snap_atlanta_df,1,10.495953948274657
-84.54677,33.59925,-84.54677,33.59925,Dollar General 21743,Combination Grocery/Other,snap_atlanta_df,1,10.467418432227285
-84.42848,33.59982,-84.42848,33.59982,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,10.365295673929866
-84.54808,33.59848,-84.54808,33.59848,Roosevelt Chevron  ,Convenience Store,snap_atlanta_df,1,9.958748921158564
-84.4285,33.59747,-84.4285,33.59747,Bp Garden Walk  ,Convenience Store,snap_atlanta_df,1,9.456848218302508
-84.27371,33.9056,-84.27371,33.9056,Buford Highway Farmers Market  ,Super Store,snap_atlanta_df,1,8.614117437277764
-84.35498,33.94743,-84.35498,33.94743,Costco Wholesale 0188,Super Store,snap_atlanta_df,1,7.6814942056564925
-84.4701,33.59058,-84.4701,33.59058,Dollar Tree 1400,Combination Grocery/Other,snap_atlanta_df,1,7.084349731830351
-84.4696,33.58929,-84.4696,33.58929,Bp Old National  ,Convenience Store,snap_atlanta_df,1,6.6138284089666595
-84.48098,33.58604,-84.48098,33.58604,Neighborhood Food Mart  ,Convenience Store,snap_atlanta_df,1,6.51672354466255
-84.46948,33.58844,-84.46948,33.58844,Triple S 2022 Investment LLC  ,Convenience Store,snap_atlanta_df,1,6.3740075449501425
-84.25683,33.88517,-84.25683,33.88517,Brito Super Market  ,Medium Grocery Store,snap_atlanta_df,1,5.553115757982326
-84.47205,33.58253,-84.47205,33.58253,Family Dollar 8385,Combination Grocery/Other,snap_atlanta_df,1,4.546102016141589
-84.33437,33.94708,-84.33437,33.94708,CVS PHARMACY 4537,Combination Grocery/Other,snap_atlanta_df,1,4.536414445360716
-84.36485,33.95485,-84.36485,33.95485,Gas Express LLC dba Circle K 222,Convenience Store,snap_atlanta_df,1,4.463676304972884
-84.36436,33.9548,-84.36436,33.9548,North Springs  ,Convenience Store,snap_atlanta_df,1,4.455515739165893
-84.3349,33.9488,-84.3349,33.9488,Walgreens 07167,Combination Grocery/Other,snap_atlanta_df,1,3.9822156873986687
-84.36404,33.95603,-84.36404,33.95603,CVS PHARMACY 7974,Combination Grocery/Other,snap_atlanta_df,1,3.9130433850730246
-84.25337,33.88526,-84.25337,33.88526,Buddy's Food Store ,Convenience Store,snap_atlanta_df,1,3.763397332353981
-84.28233,33.92285,-84.28233,33.92285,Texaco Food Mart  ,Convenience Store,snap_atlanta_df,1,3.083319512707734
-84.26606,33.90838,-84.26606,33.90838,Super Mercado La Fiesta  ,Small Grocery Store,snap_atlanta_df,1,2.9685786099054434
-84.36555,33.96015,-84.36555,33.96015,Walgreens 6204,Combination Grocery/Other,snap_atlanta_df,1,2.6246600840175334
-84.26374,33.91099,-84.26374,33.91099,Big H Food Mart  ,Convenience Store,snap_atlanta_df,1,1.7415705579755907
-84.27714,33.92526,-84.27714,33.92526,El Sol Supermercado 2  ,Large Grocery Store,snap_atlanta_df,1,1.4706648064838417
-84.24848,33.88589,-84.24848,33.88589,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,1.189947709937419
-84.26118,33.91362,-84.26118,33.91362,El Mundo Food Mart  ,Convenience Store,snap_atlanta_df,1,0.7506606199142948
-84.26952,33.92601,-84.26952,33.92601,Las Americas  ,Medium Grocery Store,snap_atlanta_df,1,0.7033183447837352
-84.25101,33.89839,-84.25101,33.89839,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,0.5605770473614032
-84.26654,33.92835,-84.26654,33.92835,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,0.4283538106921146
-84.2572,33.91793,-84.2572,33.91793,Raceway 6920 6920,Convenience Store,snap_atlanta_df,1,0.35441282843082517
-84.2664,33.93091,-84.2664,33.93091,Mini Mart Tienda  ,Convenience Store,snap_atlanta_df,1,0.29375289984478253
-84.26571,33.93021,-84.26571,33.93021,QUIKTRIP 734,Convenience Store,snap_atlanta_df,1,0.289540109873789
-84.26583,33.93085,-84.26583,33.93085,Peachtree Convenience  ,Medium Grocery Store,snap_atlanta_df,1,0.2725498481131761
-84.24346,33.88548,-84.24346,33.88548,Kroger 685,Super Store,snap_atlanta_df,1,0.2278936532274555
-84.30173,33.95859,-84.30173,33.95859,CVS/Pharmacy 4733,Combination Grocery/Other,snap_atlanta_df,1,0.1584673652347352
-84.24478,33.8983,-84.24478,33.8983,"Leon International Foods, Inc.  ",Small Grocery Store,snap_atlanta_df,1,0.1025894800208895
-84.25401,33.92116,-84.25401,33.92116,Exxon Buford  ,Convenience Store,snap_atlanta_df,1,0.06262813395094285
-84.30096,33.96059,-84.30096,33.96059,KROGER 324,Super Store,snap_atlanta_df,1,0.0527076024797323
-84.26941,33.94063,-84.26941,33.94063,La Confianza #2  ,Medium Grocery Store,snap_atlanta_df,1,0.04037222612276516
-84.24462,33.90232,-84.24462,33.90232,Quik Trip 707,Convenience Store,snap_atlanta_df,1,0.03809411637435607
-84.27161,33.94289,-84.27161,33.94289,Dunwoody Shell  ,Convenience Store,snap_atlanta_df,1,0.03225479328671987
-84.27077,33.94317,-84.27077,33.94317,Dollar Tree 6737,Combination Grocery/Other,snap_atlanta_df,1,0.01204437576301454
-84.34954,33.99661,-84.34954,33.99661,Texaco Food Mart  ,Convenience Store,snap_atlanta_df,1,0.0
-84.23786,33.9286,-84.23786,33.9286,EL RANCHO MARKET  ,Convenience Store,snap_atlanta_df,1,0.0
-84.23904,33.89508,-84.23904,33.89508,Royal Food Mart  ,Convenience Store,snap_atlanta_df,1,0.0
-84.34365,33.99052,-84.34365,33.99052,QUIKTRIP 730,Convenience Store,snap_atlanta_df,1,0.0
-84.34955,33.98111,-84.34955,33.98111,Chevron  ,Convenience Store,snap_atlanta_df,1,0.0
-84.25102,33.92371,-84.25102,33.92371,Gwinnett Convenience Store  ,Convenience Store,snap_atlanta_df,1,0.0
-84.34961,33.98193,-84.34961,33.98193,Roswell Exxon  ,Convenience Store,snap_atlanta_df,1,0.0
-84.35004,33.99735,-84.35004,33.99735,BP Convenience Store  ,Convenience Store,snap_atlanta_df,1,0.0
-84.35065,33.99762,-84.35065,33.99762,Dollar General 19083,Combination Grocery/Other,snap_atlanta_df,1,0.0
-84.35179,33.99095,-84.35179,33.99095,His Promise Supermarket  ,Medium Grocery Store,snap_atlanta_df,1,0.0
-84.35325,33.9906,-84.35325,33.9906,Dollar Tree 2323,Combination Grocery/Other,snap_atlanta_df,1,0.0
-84.35764,33.97304,-84.35764,33.97304,QUIKTRIP 711,Convenience Store,snap_atlanta_df,1,0.0
-84.23509,33.92926,-84.23509,33.92926,The Little Farm Grocery Store  ,Convenience Store,snap_atlanta_df,1,0.0
